File_Name,Speaker,Utterance_id,Words,Word_Syllable_Count,Syllable,Syllable_Phones,Syllable_Index,Syllable_position,Word_Index_in_Utt,Word_Index_Reversed,Phrase_Position,Is_Interrogative,Is_Exclamative,Preceded_by_Silence,Followed_by_Silence,Syllable_Start,Syllable_End,Syllable_Duration,Vowel,Start_Time,Quartile_2,End_Time,Duration,Intensity_Q2,Pitch_Q2,F1_mid,F2_mid,Spectral_Tilt_DB,Utterance_Start,Utterance_End,Utterance_Duration,Utt_Syll_Count,Pace_SPS,Matteson_Stress,Log_Duration,Log_Pitch,Log_F1,Log_F2,Duration_z,Pitch_z,Intensity_Q2_z,Spectral_Tilt_DB_z,F1_z,F2_z,Pace_SPS_z,Syllable_position_z,Syllable_Index_z,Word_Index_in_Utt_z,Word_Index_Reversed_z
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_61,pogitlepiranatlo,7,tlo,t l o,6,0,5,0,final,False,False,False,True,208.99,209.05,0.06,o,209.03,209.04,209.05,0.02,72.9177,148.0259,243.9045,2155.43,-25.4021,205.91,209.05,3.14,21,6.6879,Unstressed,-3.912,4.9974,5.4968,7.6757,-0.6116,0.3188,-1.1563,-1.1685,-1.6787,1.0298,0.814,-1.137,2.5372,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_62,rushinika,4,ru,r ɨ,0,3,0,2,initial,False,False,True,False,211.11,211.14,0.03,ɨ,211.12,211.13,211.14,0.02,71.6532,99.693,138.5831,804.654,-29.3845,211.11,214.64,3.53,12,3.3994,Secondary_stress,-3.912,4.6021,4.9315,6.6904,-0.6116,-2.4086,-1.3491,-1.9177,-3.3076,-2.2813,-0.6852,0.634,-0.89,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_62,pochkeruko,4,po,p o,0,3,2,0,final,False,False,False,False,213.7,213.83,0.13,o,213.72,213.775,213.83,0.11,83.4962,140.4012,430.7924,874.8574,-21.2355,211.11,214.64,3.53,12,3.3994,Secondary_stress,-2.2073,4.9445,6.0656,6.7741,1.216,-0.0461,0.4566,-0.3847,-0.0396,-2.0002,-0.6852,0.634,-0.89,0.2312,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_62,pochkeruko,4,chke,tʃ k e,1,2,2,0,final,False,False,False,False,213.83,214.12,0.29,e,214.05,214.085,214.12,0.07,85.3455,137.4747,441.6786,2003.0964,-18.6314,211.11,214.64,3.53,12,3.3994,Unstressed,-2.6593,4.9234,6.0906,7.6024,0.7315,-0.1914,0.7385,0.1051,0.0323,0.7835,-0.6852,0.0437,-0.3188,0.2312,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_62,pochkeruko,4,ru,r ɨ,2,1,2,0,final,False,False,False,False,214.12,214.31,0.19,ɨ,214.13,214.22,214.31,0.18,85.9961,170.9761,368.7189,1659.4459,-17.8913,211.11,214.64,3.53,12,3.3994,Primary_stress,-1.7148,5.1415,5.91,7.4142,1.744,1.3132,0.8377,0.2444,-0.4879,0.1511,-0.6852,-0.5466,0.2524,0.2312,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_62,pochkeruko,4,ko,k o,3,0,2,0,final,False,False,False,True,214.31,214.64,0.33,o,214.43,214.535,214.64,0.21,75.5432,101.0032,724.3139,917.689,-30.4439,211.11,214.64,3.53,12,3.3994,Unstressed,-1.5606,4.6152,6.5852,6.8219,1.9093,-2.3185,-0.756,-2.117,1.4576,-1.8396,-0.6852,-1.137,0.8236,0.2312,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_63,yanshinikanyeginatinri,9,ya,j a,0,8,0,0,final,False,False,True,False,217.4,217.44,0.04,a,217.42,217.43,217.44,0.02,75.5902,167.0004,185.6579,1735.5623,-30.5478,217.4,217.84,0.44,9,20.4545,Secondary_stress,-3.912,5.118,5.2239,7.4591,-0.6116,1.1509,-0.7488,-2.1365,-2.4649,0.3018,7.0903,3.5857,-0.89,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_63,yanshinikanyeginatinri,9,nye,n j e,4,4,0,0,final,False,False,False,False,217.57,217.68,0.11,e,217.61,217.645,217.68,0.07,83.179,139.2553,300.465,1176.9296,-23.6154,217.4,217.84,0.44,9,20.4545,Secondary_stress,-2.6593,4.9363,5.7053,7.0707,0.7315,-0.1027,0.4082,-0.8324,-1.0777,-1.0035,7.0903,1.2243,1.3948,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_63,yanshinikanyeginatinri,9,gi,h i,5,3,0,0,final,False,False,False,False,217.68,217.71,0.03,i,217.69,217.7,217.71,0.02,81.7326,135.4621,301.8832,1936.399,-26.8856,217.4,217.84,0.44,9,20.4545,Unstressed,-3.912,4.9087,5.71,7.5686,-0.6116,-0.2932,0.1877,-1.4476,-1.0642,0.6697,7.0903,0.634,1.966,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_64,gitsrukaachitowreru,7,gi,h i,0,6,0,2,initial,False,False,True,False,218.43,218.46,0.03,i,218.44,218.45,218.46,0.02,85.5578,144.8018,344.9742,1994.5595,-24.1557,218.43,222.23,3.8,18,4.7368,Secondary_stress,-3.912,4.9754,5.8435,7.5982,-0.6116,0.1668,0.7709,-0.9341,-0.6797,0.7692,-0.0755,2.405,-0.89,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_64,gitsrukaachitowreru,7,tsru,ts r ɨ,1,5,0,2,initial,False,False,False,False,218.46,218.5,0.04,ɨ,218.48,218.49,218.5,0.02,78.0982,134.9769,341.1731,1843.1099,-27.6874,218.43,222.23,3.8,18,4.7368,Unstressed,-3.912,4.9051,5.8324,7.5192,-0.6116,-0.318,-0.3664,-1.5984,-0.7116,0.5038,-0.0755,1.8147,-0.3188,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_64,gitsrukaachitowreru,7,to,t o,4,2,0,2,initial,False,False,False,False,218.58,218.79,0.21,o,218.6,218.695,218.79,0.19,84.1476,134.56,416.4477,875.693,-28.7287,218.43,222.23,3.8,18,4.7368,Unstressed,-1.6607,4.902,6.0318,6.775,1.802,-0.3393,0.5559,-1.7943,-0.1372,-1.997,-0.0755,0.0437,1.3948,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_64,gitsrukaachitowreru,7,wre,w r e,5,1,0,2,initial,False,False,False,False,218.79,219.1,0.31,e,218.81,218.955,219.1,0.29,86.6646,180.9693,504.4206,1984.7017,-16.3142,218.43,222.23,3.8,18,4.7368,Primary_stress,-1.2379,5.1983,6.2234,7.5932,2.2553,1.7052,0.9397,0.541,0.4151,0.7525,-0.0755,-0.5466,1.966,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_64,gitsrukaachitowreru,7,ru,r ɨ,6,0,0,2,initial,False,False,False,True,219.1,219.13,0.03,ɨ,219.11,219.12,219.13,0.02,81.3673,179.9811,421.5198,2098.0781,-24.2246,218.43,222.23,3.8,18,4.7368,Unstressed,-3.912,5.1929,6.0439,7.6488,-0.6116,1.6674,0.132,-0.947,-0.1023,0.9392,-0.0755,-1.137,2.5372,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_64,gipgujewnayegitlu,7,tlu,t l ɨ,6,0,1,1,midfinal,False,False,False,True,221.08,221.14,0.06,ɨ,221.12,221.13,221.14,0.02,82.1209,151.8375,316.9534,1771.5241,-20.719,218.43,222.23,3.8,18,4.7368,Unstressed,-3.912,5.0228,5.7588,7.4796,-0.6116,0.4942,0.2469,-0.2876,-0.9238,0.3707,-0.0755,-1.137,2.5372,-0.4275,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_65,wane,2,wa,w a,0,1,0,1,midfinal,False,False,False,False,222.23,222.35,0.12,a,222.33,222.34,222.35,0.02,85.6888,150.4595,666.1248,1744.6915,-14.3092,222.23,222.87,0.64,4,6.25,Primary_stress,-3.912,5.0137,6.5015,7.4643,-0.6116,0.4313,0.7909,0.9182,1.2163,0.3194,0.6144,-0.5466,-0.89,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_65,wane,2,ne,n e,1,0,0,1,midfinal,False,False,False,True,222.35,222.39,0.04,e,222.37,222.38,222.39,0.02,81.6885,157.0711,309.197,1620.0693,-25.2263,222.23,222.87,0.64,4,6.25,Unstressed,-3.912,5.0567,5.734,7.3902,-0.6116,0.728,0.181,-1.1355,-0.9952,0.0704,0.6144,-1.137,-0.3188,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_65,chinru,2,chi,tʃ i,0,1,1,0,final,False,False,True,False,222.78,222.82,0.04,i,222.8,222.81,222.82,0.02,75.1643,91.6911,269.6598,1383.2641,-17.202,222.23,222.87,0.64,4,6.25,Primary_stress,-3.912,4.5184,5.5972,7.2322,-0.6116,-2.9859,-0.8137,0.374,-1.3894,-0.4607,0.6144,-0.5466,-0.89,-0.4275,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,gwaletanro,4,gwa,h w a,0,3,2,2,medial,False,False,True,False,225.4,225.8,0.4,a,225.42,225.61,225.8,0.38,59.2624,159.7347,616.213,1536.0268,-6.1845,223.52,228.39,4.87,14,2.8747,Secondary_stress,-0.9676,5.0735,6.4236,7.337,2.5451,0.844,-3.2383,2.4466,0.9919,-0.1086,-0.9245,0.634,-0.89,0.2312,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,gwaletanro,4,ta,t a,2,1,2,2,medial,False,False,False,False,225.84,225.88,0.04,a,225.86,225.87,225.88,0.02,76.4084,147.2239,326.2316,2035.745,-24.5609,223.52,228.39,4.87,14,2.8747,Primary_stress,-3.912,4.992,5.7876,7.6186,-0.6116,0.2813,-0.6241,-1.0103,-0.8407,0.8379,-0.9245,-0.5466,0.2524,0.2312,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,gwaletanro,4,nro,n d o,3,0,2,2,medial,False,False,False,True,225.88,225.93,0.05,o,225.91,225.92,225.93,0.02,80.5724,162.7705,332.1854,2463.5081,-17.82,223.52,228.39,4.87,14,2.8747,Unstressed,-3.912,5.0923,5.8057,7.8093,-0.6116,0.9739,0.0108,0.2578,-0.7886,1.4788,-0.9245,-1.137,0.8236,0.2312,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,pganunropa,4,pga,p h a,0,3,3,1,midfinal,False,False,True,False,227.71,227.76,0.05,a,227.74,227.75,227.76,0.02,73.344,116.2696,359.9206,1542.7041,-14.3471,223.52,228.39,4.87,14,2.8747,Secondary_stress,-3.912,4.7559,5.8859,7.3413,-0.6116,-1.3473,-1.0913,0.9111,-0.5575,-0.0941,-0.9245,0.634,-0.89,0.8899,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,pganunropa,4,nu,n ɨ,1,2,3,1,midfinal,False,False,False,False,227.76,227.8,0.04,ɨ,227.78,227.79,227.8,0.02,69.0312,110.6672,311.874,1474.8815,-16.4981,223.52,228.39,4.87,14,2.8747,Unstressed,-3.912,4.7065,5.7426,7.2963,-0.6116,-1.688,-1.7488,0.5064,-0.9704,-0.2451,-0.9245,0.0437,-0.3188,0.8899,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,pganunropa,4,nro,n d o,2,1,3,1,midfinal,False,False,False,False,227.8,228.01,0.21,o,227.83,227.92,228.01,0.18,79.7305,135.6797,474.3422,942.8162,-18.8745,223.52,228.39,4.87,14,2.8747,Primary_stress,-1.7148,4.9103,6.1619,6.8489,1.744,-0.2821,-0.1176,0.0594,0.2379,-1.7488,-0.9245,-0.5466,0.2524,0.8899,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,mariya,3,ma,m a,0,2,4,0,final,False,False,True,False,228.28,228.32,0.04,a,228.3,228.31,228.32,0.02,82.461,124.0915,588.1361,1833.4464,-10.3537,223.52,228.39,4.87,14,2.8747,Unstressed,-3.912,4.821,6.377,7.514,-0.6116,-0.8981,0.2988,1.6623,0.8575,0.4861,-0.9245,0.0437,-0.89,1.5486,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_68,mariya,3,ya,j a,2,0,4,0,final,False,False,False,True,228.35,228.39,0.04,a,228.37,228.38,228.39,0.02,76.0357,145.9797,434.6875,2022.3728,-12.6334,223.52,228.39,4.87,14,2.8747,Unstressed,-3.912,4.9835,6.0746,7.612,-0.6116,0.2227,-0.6809,1.2334,-0.0136,0.8157,-0.9245,-1.137,0.2524,1.5486,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,rixanu,3,ri,r i,0,2,1,5,medial,False,False,False,False,229.37,229.5,0.13,i,229.38,229.44,229.5,0.12,80.5707,148.9303,309.0131,2219.3233,-16.2413,229.25,234.61,5.36,21,3.9179,Unstressed,-2.1203,5.0035,5.7334,7.705,1.3093,0.3608,0.0105,0.5547,-0.9969,1.128,-0.4489,0.0437,-0.89,-0.4275,2.7145
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,rixanu,3,xa,c a,1,1,1,5,medial,False,False,False,False,229.5,229.77,0.27,a,229.75,229.76,229.77,0.02,81.2408,167.03,567.2268,1719.0298,-12.2588,229.25,234.61,5.36,21,3.9179,Primary_stress,-3.912,5.1182,6.3408,7.4495,-0.6116,1.1521,0.1127,1.3039,0.7532,0.2696,-0.4489,-0.5466,-0.3188,-0.4275,2.7145
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,rixanu,3,nu,n ɨ,2,0,1,5,medial,False,False,False,True,229.77,229.81,0.04,ɨ,229.79,229.8,229.81,0.02,76.0312,173.7438,395.8636,1594.8399,-13.8272,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,5.1576,5.9811,7.3745,-0.6116,1.424,-0.6816,1.0089,-0.2832,0.0176,-0.4489,-1.137,0.2524,-0.4275,2.7145
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,wala,2,wa,w a,0,1,2,4,medial,False,False,True,False,230.16,230.37,0.21,a,230.35,230.36,230.37,0.02,82.1677,151.703,573.3221,1442.9756,-12.5602,229.25,234.61,5.36,21,3.9179,Primary_stress,-3.912,5.0219,6.3514,7.2745,-0.6116,0.4881,0.254,1.2472,0.784,-0.3186,-0.4489,-0.5466,-0.89,0.2312,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,wala,2,la,l a,1,0,2,4,medial,False,False,False,True,230.37,230.41,0.04,a,230.39,230.4,230.41,0.02,79.0734,153.6334,387.2025,1407.7105,-16.3093,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,5.0346,5.9589,7.2497,-0.6116,0.5753,-0.2177,0.542,-0.347,-0.4018,-0.4489,-1.137,-0.3188,0.2312,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,gwiyachri,3,gwi,h β i,0,2,3,3,medial,False,False,True,False,230.71,230.92,0.21,i,230.73,230.825,230.92,0.19,79.2673,146.1086,337.9926,2249.1298,-16.4456,229.25,234.61,5.36,21,3.9179,Unstressed,-1.6607,4.9844,5.823,7.7183,1.802,0.2288,-0.1882,0.5163,-0.7386,1.1728,-0.4489,0.0437,-0.89,0.8899,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,gwiyachri,3,ya,j a,1,1,3,3,medial,False,False,False,False,230.92,230.96,0.04,a,230.94,230.95,230.96,0.02,82.8569,143.0959,647.0399,1619.2597,-8.6115,229.25,234.61,5.36,21,3.9179,Primary_stress,-3.912,4.9635,6.4724,7.3897,-0.6116,0.0851,0.3591,1.99,1.1325,0.0687,-0.4489,-0.5466,-0.3188,0.8899,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,gwiyachri,3,chri,tʃ r i,2,0,3,3,medial,False,False,False,True,230.96,231.01,0.05,i,230.99,231.0,231.01,0.02,84.4693,152.2334,624.4996,1624.3609,-11.0754,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,5.0254,6.437,7.3929,-0.6116,0.5121,0.605,1.5265,1.0304,0.0793,-0.4489,-1.137,0.2524,0.8899,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,giwekikaluru,6,gi,h i,0,5,4,2,medial,False,False,True,False,231.55,231.76,0.21,i,231.56,231.66,231.76,0.2,77.5619,138.8918,327.4491,1673.8757,-20.3394,229.25,234.61,5.36,21,3.9179,Secondary_stress,-1.6094,4.9337,5.7913,7.4229,1.857,-0.1207,-0.4482,-0.2162,-0.8299,0.1802,-0.4489,1.8147,-0.89,1.5486,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,giwekikaluru,6,we,β e,1,4,4,2,medial,False,False,False,False,231.76,231.79,0.03,e,231.77,231.78,231.79,0.02,78.6578,126.85,365.4205,2154.4382,-19.3051,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,4.843,5.901,7.6753,-0.6116,-0.7464,-0.2811,-0.0216,-0.5138,1.0283,-0.4489,1.2243,-0.3188,1.5486,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,giwekikaluru,6,ki,k i,2,3,4,2,medial,False,False,False,False,231.79,231.97,0.18,i,231.91,231.94,231.97,0.06,75.6547,124.8529,323.7395,2159.3093,-9.4769,229.25,234.61,5.36,21,3.9179,Secondary_stress,-2.8134,4.8271,5.7799,7.6775,0.5662,-0.8559,-0.739,1.8272,-0.8628,1.0359,-0.4489,0.634,0.2524,1.5486,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,giwekikaluru,6,ka,k a,3,2,4,2,medial,False,False,False,False,231.97,232.17,0.2,a,232.15,232.16,232.17,0.02,82.5704,112.3883,559.4036,1458.191,-12.794,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,4.722,6.3269,7.285,-0.6116,-1.5816,0.3154,1.2032,0.7132,-0.2834,-0.4489,0.0437,0.8236,1.5486,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,giwekikaluru,6,lu,l ɨ,4,1,4,2,medial,False,False,False,False,232.17,232.21,0.04,ɨ,232.19,232.2,232.21,0.02,74.2381,113.9721,431.4485,1440.329,-12.9427,229.25,234.61,5.36,21,3.9179,Primary_stress,-3.912,4.736,6.0671,7.2726,-0.6116,-1.485,-0.955,1.1753,-0.0352,-0.3248,-0.4489,-0.5466,1.3948,1.5486,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,giwekikaluru,6,ru,r ɨ,5,0,4,2,medial,False,False,False,True,232.21,232.24,0.03,ɨ,232.22,232.23,232.24,0.02,75.3415,128.9297,406.0149,1368.424,-14.6699,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,4.8593,6.0064,7.2214,-0.6116,-0.6342,-0.7867,0.8503,-0.2103,-0.4969,-0.4489,-1.137,1.966,1.5486,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,kpashiri,3,shi,ʃ i,1,1,5,1,midfinal,False,False,False,False,232.85,233.2,0.35,i,232.86,233.03,233.2,0.34,72.3001,144.2695,322.4739,2069.4054,-13.3005,229.25,234.61,5.36,21,3.9179,Primary_stress,-1.0788,4.9717,5.776,7.635,2.4259,0.1414,-1.2504,1.1079,-0.8741,0.893,-0.4489,-0.5466,-0.3188,2.2074,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,kpashiri,3,ri,r i,2,0,5,1,midfinal,False,False,False,True,233.2,233.23,0.03,i,233.21,233.22,233.23,0.02,63.0742,142.1534,1228.6472,2330.7853,-6.3285,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,4.9569,7.1137,7.754,-0.6116,0.0395,-2.6571,2.4195,2.9803,1.2927,-0.4489,-1.137,0.2524,2.2074,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_69,chinanni,3,chi,tʃ i,0,2,6,0,final,False,False,True,False,233.73,233.77,0.04,i,233.75,233.76,233.77,0.02,66.6334,87.3144,415.6147,1661.0602,-15.9554,229.25,234.61,5.36,21,3.9179,Unstressed,-3.912,4.4695,6.0298,7.4152,-0.6116,-3.3233,-2.1144,0.6085,-0.1429,0.1543,-0.4489,0.0437,-0.89,2.8661,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_70,tushpakawgenetanu,7,tu,t ɨ,0,6,0,1,midfinal,False,False,True,False,235.2,235.24,0.04,ɨ,235.22,235.23,235.24,0.02,82.3918,160.9043,525.2015,1542.8449,-13.1542,235.2,236.27,1.07,10,9.3458,Secondary_stress,-3.912,5.0808,6.2638,7.3414,-0.6116,0.8943,0.2882,1.1355,0.5314,-0.0938,2.0257,2.405,-0.89,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_70,tushpakawgenetanu,7,shpa,ʃ p a,1,5,0,1,midfinal,False,False,False,False,235.24,235.29,0.05,a,235.27,235.28,235.29,0.02,79.1628,156.4691,523.219,1755.3879,-12.5626,235.2,236.27,1.07,10,9.3458,Unstressed,-3.912,5.0529,6.26,7.4704,-0.6116,0.7015,-0.2041,1.2468,0.5205,0.3399,2.0257,1.8147,-0.3188,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_70,tushpakawgenetanu,7,ka,k a,2,4,0,1,midfinal,False,False,False,False,235.29,235.33,0.04,a,235.31,235.32,235.33,0.02,79.3792,155.8648,467.1021,1889.2666,-15.5818,235.2,236.27,1.07,10,9.3458,Secondary_stress,-3.912,5.049,6.1465,7.5439,-0.6116,0.6748,-0.1711,0.6788,0.1936,0.5869,2.0257,1.2243,0.2524,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_70,tushpakawgenetanu,7,wge,w h e,3,3,0,1,midfinal,False,False,False,False,235.33,235.44,0.11,e,235.42,235.43,235.44,0.02,80.6126,148.6716,564.0273,1952.5013,-11.1033,235.2,236.27,1.07,10,9.3458,Unstressed,-3.912,5.0017,6.3351,7.5769,-0.6116,0.3488,0.0169,1.5213,0.7369,0.6976,2.0257,0.634,0.8236,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_70,tushpakawgenetanu,7,ne,n e,4,2,0,1,midfinal,False,False,False,False,235.44,235.61,0.17,e,235.46,235.535,235.61,0.15,81.0492,136.5389,526.9055,2030.5343,-10.1912,235.2,236.27,1.07,10,9.3458,Unstressed,-1.8971,4.9166,6.267,7.6161,1.5486,-0.2386,0.0835,1.6929,0.5407,0.8292,2.0257,0.0437,1.3948,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_70,tushpakawgenetanu,7,nu,n ɨ,6,0,0,1,midfinal,False,False,False,True,235.65,235.69,0.04,ɨ,235.67,235.68,235.69,0.02,65.6077,135.0475,493.1533,1950.6788,-11.2919,235.2,236.27,1.07,10,9.3458,Unstressed,-3.912,4.9056,6.2008,7.5759,-0.6116,-0.3143,-2.2708,1.4858,0.35,0.6944,2.0257,-1.137,2.5372,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_70,toturu,3,to,t o,0,2,1,0,final,False,False,True,False,236.09,236.2,0.11,o,236.11,236.155,236.2,0.09,81.4456,126.923,484.7295,1128.9749,-10.5551,235.2,236.27,1.07,10,9.3458,Unstressed,-2.4079,4.8436,6.1836,7.0291,1.0009,-0.7424,0.1439,1.6244,0.3003,-1.1433,2.0257,0.0437,-0.89,-0.4275,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_71,geso,2,ge,h e,0,1,0,1,midfinal,False,False,True,False,236.95,237.11,0.16,e,237.09,237.1,237.11,0.02,82.2382,159.1706,401.2112,1884.3635,-18.5464,236.95,237.48,0.53,7,13.2075,Primary_stress,-3.912,5.07,5.9945,7.5413,-0.6116,0.8196,0.2648,0.1211,-0.2446,0.5782,3.7863,-0.5466,-0.89,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_71,geso,2,so,s o,1,0,0,1,midfinal,False,False,False,True,237.11,237.15,0.04,o,237.13,237.14,237.15,0.02,70.2784,161.203,435.4187,1990.1082,-15.4822,236.95,237.48,0.53,7,13.2075,Unstressed,-3.912,5.0827,6.0763,7.5959,-0.6116,0.9071,-1.5587,0.6975,-0.0088,0.7617,3.7863,-1.137,-0.3188,-1.0863,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_71,pgiwakatanru,5,pgi,p h i,0,4,1,0,final,False,False,True,False,237.27,237.32,0.05,i,237.3,237.31,237.32,0.02,70.3968,160.9159,407.3624,1314.6795,-17.6204,236.95,237.48,0.53,7,13.2075,Secondary_stress,-3.912,5.0809,6.0097,7.1813,-0.6116,0.8948,-1.5406,0.2953,-0.2007,-0.6315,3.7863,1.2243,-0.89,-0.4275,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_71,pgiwakatanru,5,wa,w a,1,3,1,0,final,False,False,False,False,237.32,237.35,0.03,a,237.33,237.34,237.35,0.02,63.8709,161.721,538.7609,1766.3152,-15.6402,236.95,237.48,0.53,7,13.2075,Unstressed,-3.912,5.0859,6.2893,7.4767,-0.6116,0.9293,-2.5356,0.6678,0.6048,0.3608,3.7863,0.634,-0.3188,-0.4275,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_71,pgiwakatanru,5,ka,k a,2,2,1,0,final,False,False,False,False,237.35,237.39,0.04,a,237.37,237.38,237.39,0.02,65.8251,161.5711,539.581,1873.3473,-7.6819,236.95,237.48,0.53,7,13.2075,Unstressed,-3.912,5.0849,6.2908,7.5355,-0.6116,0.9229,-2.2377,2.1649,0.6092,0.5585,3.7863,0.0437,0.2524,-0.4275,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_01,Matiyo_1_text_utt_71,pgiwakatanru,5,ta,t a,3,1,1,0,final,False,False,False,False,237.39,237.43,0.04,a,237.41,237.42,237.43,0.02,66.4802,157.3417,632.2149,2254.7284,-15.1682,236.95,237.48,0.53,7,13.2075,Primary_stress,-3.912,5.0584,6.4492,7.7208,-0.6116,0.7399,-2.1378,0.7566,1.0657,1.1812,3.7863,-0.5466,0.8236,-0.4275,-1.042
